63619	11607	
34277	11510	
63627	7509	
5312	7478	
18018	6752	
18019	6557	
5288	4769	
5293	3366	
5295	3068	
63643	3000	
5290	1689	
5294	1208	
5309	863	
5300	716	
5296	677	
5292	636	
5308	606	
5306	570	
5646	547	
5301	543	
5365	529	
68505	482	
5299	473	
5359	469	
63739	466	
63658	463	
10105	392	
5407	376	
63644	351	
7280	321	
5298	321	
5305	310	
7052	295	
64570	278	
7257	270	
5514	263	
5479	251	
5686	240	
63700	235	
63687	230	
5783	230	
8446	227	
5592	227	
6995	226	
5597	225	
5809	221	
5304	217	
83530	207	
5525	203	
85338	200	
5998	199	
18024	198	
6335	197	
18025	195	
7192	188	
8330	187	
6057	184	
5302	184	
84685	181	
6305	180	
5303	180	
6022	177	
8491	176	
5565	171	
5549	168	
7012	166	
5892	166	
64150	165	
7320	161	
5741	161	
5670	160	
6289	157	
5428	154	
8563	153	
6239	151	
6912	148	
11187	143	
6080	140	
5322	138	
6730	135	
83842	134	
9461	134	
6976	133	
88222	132	
63774	129	
8859	128	
6982	128	
68171	127	
5967	127	
6089	126	
5531	125	
8351	124	
6244	124	
6141	124	
7994	123	
6646	122	
5692	120	
5756	119	
8020	118	
6119	117	
83847	114	
64571	114	
8177	114	
6157	112	
7509	111	
84580	110	
6626	110	
19930	109	
8096	109	
66126	108	
5459	106	
5612	103	
7964	102	
7080	102	
63637	101	
5794	101	
6906	99	
7380	98	
9499	97	
6225	96	
5297	96	
8005	94	
7469	94	
6736	94	
8356	92	
108669	91	
20062	91	
5772	90	
10885	88	
7513	88	
90365	87	
64348	86	
7415	86	
7621	85	
69197	84	
10239	84	
7056	84	
5332	84	
13498	83	
5635	83	
13413	80	
11559	80	
5449	80	
12730	79	
7152	79	
5465	79	
13428	78	
5508	78	
65002	77	
19611	77	
7439	77	
88830	76	
7006	76	
20331	75	
9217	75	
8666	75	
7757	75	
5747	75	
115097	74	
5930	74	
13481	72	
10010	72	
5761	72	
13490	71	
12458	71	
7119	71	
5582	71	
7240	70	
6685	70	
100482	69	
8702	69	
7244	69	
5730	69	
8038	68	
7747	68	
101469	67	
19452	67	
6341	67	
5391	67	
5310	67	
5724	66	
5343	66	
13067	65	
12086	65	
6042	65	
13244	64	
6259	64	
24233	63	
9862	63	
8476	62	
10801	61	
6491	61	
9419	60	
23714	59	
13097	59	
10995	59	
6167	59	
8713	58	
5047	58	
13779	57	
